,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
32,nidoking,620,14,nidoking,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, cut, double-kick, mega-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, poison-sting, leer, roar, supersonic, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, peck, submission, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, fire-blast, skull-bash, amnesia, rest, rock-slide, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, megahorn, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, beat-up, uproar, torment, flatter, facade, focus-punch, taunt, helping-hand, superpower, brick-break, secret-power, rock-tomb, sand-tomb, mud-shot, rock-blast, shock-wave, water-pulse, natural-gift, fling, sucker-punch, toxic-spikes, poison-jab, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, venoshock, smack-down, sludge-wave, round, echoed-voice, chip-away, hex, incinerate, quash, bulldoze, dragon-tail, drill-run, confide, venom-drench, power-up-punch, high-horsepower, throat-chop, smart-strike, stomping-tantrum, body-press, scorching-sands","poison, ground","poison-point, rivalry, sheer-force",81,102,77,85,75,85
33,clefairy,75,6,clefairy,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, psybeam, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, night-shade, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, swift, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, wish, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, tickle, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, healing-wish, natural-gift, fling, lucky-chant, copycat, last-resort, drain-punch, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, bestow, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, mystical-fire, dazzling-gleam, power-up-punch, spotlight, life-dew, meteor-beam, misty-explosion, dual-wingbeat, tera-blast, chilling-water",fairy,"cute-charm, magic-guard, friend-guard",70,45,48,60,65,35
34,clefable,400,13,clefable,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, night-shade, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, swift, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, wish, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, tickle, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, mystical-fire, dazzling-gleam, power-up-punch, spotlight, laser-focus, life-dew, meteor-beam, misty-explosion, dual-wingbeat, tera-blast, chilling-water",fairy,"cute-charm, magic-guard, unaware",95,70,73,95,90,60
35,vulpix,99,6,vulpix,"headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, snore, curse, flail, spite, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, overheat, extrasensory, howl, covet, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, nasty-plot, zen-headbutt, captivate, ominous-wind, flame-burst, flame-charge, foul-play, round, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, burning-jealousy, tera-blast",fire,"flash-fire, drought",38,41,40,50,65,65
36,ninetales,199,11,ninetales,"headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, hyper-beam, solar-beam, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, night-shade, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, dream-eater, rest, substitute, snore, curse, flail, spite, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, shadow-ball, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, fake-tears, overheat, extrasensory, howl, covet, calm-mind, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, ominous-wind, psyshock, flame-charge, foul-play, round, stored-power, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, laser-focus, burning-jealousy, scorching-sands, tera-blast",fire,"flash-fire, drought",73,76,75,81,100,100
37,jigglypuff,55,5,jigglypuff,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, energy-ball, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, confide, dazzling-gleam, power-up-punch, body-press, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water","normal, fairy","cute-charm, competitive, friend-guard",115,45,20,45,25,20
38,wigglytuff,120,10,wigglytuff,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, laser-focus, body-press, expanding-force, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water","normal, fairy","cute-charm, competitive, frisk",140,70,45,85,50,45
39,zubat,75,8,zubat,"razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, absorb, mega-drain, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, feint-attack, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat","poison, flying","inner-focus, infiltrator",40,45,35,30,40,55
40,golbat,550,16,golbat,"razor-wind, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, hyper-beam, absorb, mega-drain, toxic, agility, quick-attack, rage, mimic, screech, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, giga-impact, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat","poison, flying","inner-focus, infiltrator",75,80,70,65,75,90
41,oddish,54,5,oddish,"swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, ingrain, secret-power, teeter-dance, tickle, bullet-seed, natural-gift, gastro-acid, lucky-chant, worry-seed, seed-bomb, energy-ball, captivate, grass-knot, venoshock, after-you, round, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap, grassy-glide","grass, poison","chlorophyll, run-away",45,50,55,75,65,30
42,gloom,86,8,gloom,"swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, secret-power, bullet-seed, natural-gift, fling, gastro-acid, lucky-chant, worry-seed, seed-bomb, drain-punch, energy-ball, captivate, grass-knot, venoshock, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, grassy-glide","grass, poison","chlorophyll, stench",60,65,70,85,75,40
43,vileplume,186,12,vileplume,"swords-dance, cut, headbutt, body-slam, take-down, double-edge, acid, hyper-beam, absorb, mega-drain, growth, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, secret-power, aromatherapy, bullet-seed, natural-gift, fling, gastro-acid, worry-seed, seed-bomb, drain-punch, energy-ball, giga-impact, captivate, grass-knot, venoshock, sludge-wave, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, pollen-puff, grassy-glide, corrosive-gas","grass, poison","chlorophyll, effect-spore",75,80,85,110,90,50
44,paras,54,3,paras,"scratch, swords-dance, cut, headbutt, body-slam, take-down, double-edge, psybeam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, dig, toxic, agility, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, fury-swipes, rest, slash, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, sweet-scent, metal-claw, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, cross-poison, captivate, grass-knot, bug-bite, hone-claws, wide-guard, venoshock, rage-powder, after-you, round, struggle-bug, rototiller, fell-stinger, grassy-terrain, confide","bug, grass","effect-spore, dry-skin, damp",35,70,55,45,55,25
